"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"101","Die Energiepreise explodieren und die 🚦 Ampel ist mal wieder ausgefallen. Bereits seit Oktober 2021 können Sofortmaßnahmen ergriffen werden. Doch die Bundesregierung handelt nicht. Wir finden, das geht so nicht. 

Deshalb habe ich mit den Kolleginnen und Kollegen der CDU/CSU-Bundestagsfraktion 22 Vorschläge erarbeitet, um alle in Deutschland 🇩🇪 zeitnah, wirksam und gerecht zu entlasten. 

Auf meine Frage zu den #Kraftstoffpreisen hat die @bundesregierung_offiziell geantwortet. Der Staatssekretär im @bmwk_bund Dr. Patrick Graichen führt aus: “Informationen über die der Preisgestellung zugrundliegenden Kalkulationen oder Preisberechnungen der Mineralölgesellschaften liegen der #Bundesregierung nicht vor.
Die Steuern auf Kraftstoffe haben keinen Anteil an den aktuellen Energiepreissteigerungen. Sie machen nur einen Teil der Kraftstoffpreise aus. Unabhängig von der Mehrwertsteuer, die sich prozentual am Gesamtpreis bemisst, ist der Energiesteueranteil seit dem Jahr 2003 unverändert. Zum Jahreswechsel 2022 erhöhte sich der gesetzlich festgelegte CO2-Preis nach dem Brennstoffemissionshandelsgesetz (BEHG) lediglich um rund 1,5 Cent je Liter. Nachvollziehbar sind die höheren Kraftstoffpreise jedoch insofern, als die Rohölpreise auf dem Weltmarkt jüngst deutlich gestiegen sind. Weiterer Grund sind die geänderten Wechselkurse zwischen Dollar und Euro, die zuletzt den Einkauf der in Dollar notierten Ölsorten in den Euro-Raum verteuert haben.”

Unter anderem fordern wir 👇

❌EEG-Umlage abschaffen. 
⬇️Stromsteuer auf europäisches Mindestmaß absenken. 
⬆️Pendlerpauschale anheben. 

Hier geht es zu all unseren Vorschlägen: https://dserver.bundestag.de/btd/20/007/2000725.pdf

@cducsubt","2022-02-18T04:40:28","Publicación de Instagram",190,7,NA,NA,1,0,"2022-02-18","04:40:28","ergiepreis","https://www.instagram.com/p/CaHgglQqQ8O/","Die Energiepreise explodieren und die 🚦 Ampel ist mal wieder ausgefallen. Bereits seit Oktober 2021 können Sofortmaßnahmen ergriffen werden. Doch die Bundesregierung handelt nicht. Wir finden, das geht so nicht.

Deshalb habe ich mit den Kolleginnen und Kollegen der CDU/CSU-Bundestagsfraktion 22 Vorschläge erarbeitet, um alle in Deutschland 🇩🇪 zeitnah, wirksam und gerecht zu entlasten.

Auf meine Frage zu den #Kraftstoffpreisen hat die @bundesregierung_offiziell geantwortet. Der Staatssekretär im @bmwk_bund Dr. Patrick Graichen führt aus: “Informationen über die der Preisgestellung zugrundliegenden Kalkulationen oder Preisberechnungen der Mineralölgesellschaften liegen der #Bundesregierung nicht vor.
Die Steuern auf Kraftstoffe haben keinen Anteil an den aktuellen Energiepreissteigerungen. Sie machen nur einen Teil der Kraftstoffpreise aus. Unabhängig von der Mehrwertsteuer, die sich prozentual am Gesamtpreis bemisst, ist der Energiesteueranteil seit dem Jahr 2003 unverändert. Zum Jahreswechsel 2022 erhöhte sich der gesetzlich festgelegte CO2-Preis nach dem Brennstoffemissionshandelsgesetz (BEHG) lediglich um rund 1,5 Cent je Liter. Nachvollziehbar sind die höheren Kraftstoffpreise jedoch insofern, als die Rohölpreise auf dem Weltmarkt jüngst deutlich gestiegen sind. Weiterer Grund sind die geänderten Wechselkurse zwischen Dollar und Euro, die zuletzt den Einkauf der in Dollar notierten Ölsorten in den Euro-Raum verteuert haben.”

Unter anderem fordern wir 👇

❌EEG-Umlage abschaffen.
⬇️Stromsteuer auf europäisches Mindestmaß absenken.
⬆️Pendlerpauschale anheben.

Hier geht es zu all unseren Vorschlägen: https://dserver.bundestag.de/btd/20/007/2000725.pdf

@cducsubt
Bearbeitet · 10 Wo.",2022-02-18,1,"worter","worter","gebastelt","Energie","Preissteigerung",1,"böse",NA,2022-02-18 04:40:28
"102","Die Energiepreise explodieren und die 🚦 Ampel ist mal wieder ausgefallen. Bereits seit Oktober 2021 können Sofortmaßnahmen ergriffen werden. Doch die Bundesregierung handelt nicht. Wir finden, das geht so nicht. 

Deshalb habe ich mit den Kolleginnen und Kollegen der CDU/CSU-Bundestagsfraktion 22 Vorschläge erarbeitet, um alle in Deutschland 🇩🇪 zeitnah, wirksam und gerecht zu entlasten. 

Auf meine Frage zu den #Kraftstoffpreisen hat die @bundesregierung_offiziell geantwortet. Der Staatssekretär im @bmwk_bund Dr. Patrick Graichen führt aus: “Informationen über die der Preisgestellung zugrundliegenden Kalkulationen oder Preisberechnungen der Mineralölgesellschaften liegen der #Bundesregierung nicht vor.
Die Steuern auf Kraftstoffe haben keinen Anteil an den aktuellen Energiepreissteigerungen. Sie machen nur einen Teil der Kraftstoffpreise aus. Unabhängig von der Mehrwertsteuer, die sich prozentual am Gesamtpreis bemisst, ist der Energiesteueranteil seit dem Jahr 2003 unverändert. Zum Jahreswechsel 2022 erhöhte sich der gesetzlich festgelegte CO2-Preis nach dem Brennstoffemissionshandelsgesetz (BEHG) lediglich um rund 1,5 Cent je Liter. Nachvollziehbar sind die höheren Kraftstoffpreise jedoch insofern, als die Rohölpreise auf dem Weltmarkt jüngst deutlich gestiegen sind. Weiterer Grund sind die geänderten Wechselkurse zwischen Dollar und Euro, die zuletzt den Einkauf der in Dollar notierten Ölsorten in den Euro-Raum verteuert haben.”

Unter anderem fordern wir 👇

❌EEG-Umlage abschaffen. 
⬇️Stromsteuer auf europäisches Mindestmaß absenken. 
⬆️Pendlerpauschale anheben. 

Hier geht es zu all unseren Vorschlägen: https://dserver.bundestag.de/btd/20/007/2000725.pdf

@cducsubt","2022-02-18T04:40:28","Publicación de Instagram",190,7,NA,NA,1,0,"2022-02-18","04:40:28","ergiepreis","https://www.instagram.com/p/CbGAdMxKPZe/","Die Energiepreise steigen und steigen und steigen. Jetzt ist die Zeit zu handeln!

Statt ein Bürokratiemonster #Tankrabatt zu schaffen, einfach unseren Vorschlag #Spritpreisbremse umsetzen, liebe Bundesregierung. Deshalb runter mit der Energiesteuer 🇪🇺 und runter mit der Mehrwertsteuer auf 7 Prozent.

Damit sinkt der Spritpreis direkt um mindestens 40 Cent je Liter. Das hilft sofort, ist unbürokratisch und entlastet die Bürgerinnen und Bürgern. Denn am Ende zahlen wir alle den Preis - nicht nur an der Zapfsäule, sondern auch an der Supermarktkasse!

@cducsubt
Bearbeitet · 7 Wo.",2022-03-14,2,"worter","worter","gebastelt","Energie","Preissteigerung",1,"böse",NA,2022-02-18 04:40:28
"103","Für mich war das heute Vormittag ein ganz wichtiger Termin mit dem #Inspekteur des Heeres, #Generalleutnant Alfons #Mais. Im #Wahlkreis160 haben wir die Offiziersschule des Heeres, das Militärhistorisches Museum der Bundeswehr - MHM Dresden und Die Bundeswehr in Sachsen mit dem Standortältesten Klaus Finck an der Spitze.

Darüberhinaus haben wir über die gesellschaftliche Diskussion zu Bundeswehr-#Einsätzen, zum #Strukturwandel in der #Lausitz und zur Stabilität des #Friedens in #Europa 🇪🇺 gesprochen.

Vielen Dank 🙏 für diese Gelegenheit zum Austausch.","2022-02-17T11:57:40","Publicación de Instagram",285,36,NA,NA,1,0,"2022-02-17","11:57:40","ch war das","https://www.instagram.com/p/CaFtv3xo-ro/","Für mich war das heute Vormittag ein ganz wichtiger Termin mit dem #Inspekteur des Heeres, #Generalleutnant Alfons #Mais. Im #Wahlkreis160 haben wir die Offiziersschule des Heeres, das Militärhistorisches Museum der Bundeswehr - MHM Dresden und Die Bundeswehr in Sachsen mit dem Standortältesten Klaus Finck an der Spitze.

Darüberhinaus haben wir über die gesellschaftliche Diskussion zu Bundeswehr-#Einsätzen, zum #Strukturwandel in der #Lausitz und zur Stabilität des #Friedens in #Europa 🇪🇺 gesprochen.

Vielen Dank 🙏 für diese Gelegenheit zum Austausch.
11 Wo.",2022-02-17,1,"aktivitäten","bild","spontan","Bundeswehr","Termin mit dem #Inspekteur des Heeres",2,"aktivitäten_teilen",NA,2022-02-17 11:57:40
"104","Ob im #Herbst 🍃🍁🍂 eine neue 🦠#Corona-Welle droht und wie gefährlich sie sein wird, kann keiner vorhersagen. Die Unionsfraktion setzt auf Impfungen 💉 und wappnet sich mit einem Stufenmodell für alle Eventualitäten.

👉 Damit ist die #CDU #CSU der #Bundesregierung weit voraus, die zwar eine allgemeine #Impfpflicht fordert, aber kein Konzept vorlegt. Unser Konzept bringen wir ab heute in den Diskussionsprozess im Deutschen 🇩🇪 #Bundestag ein.
👉 Mehr dazu auf cducsu.de!

@cducsubt","2022-02-16T22:00:15","Publicación de Instagram",343,8,NA,NA,1,0,"2022-02-16","22:00:15","#Herbst 🍃🍁","https://www.instagram.com/p/CaEN6azqvp6/","Ob im #Herbst 🍃🍁🍂 eine neue 🦠#Corona-Welle droht und wie gefährlich sie sein wird, kann keiner vorhersagen. Die Unionsfraktion setzt auf Impfungen 💉 und wappnet sich mit einem Stufenmodell für alle Eventualitäten.

👉 Damit ist die #CDU #CSU der #Bundesregierung weit voraus, die zwar eine allgemeine #Impfpflicht fordert, aber kein Konzept vorlegt. Unser Konzept bringen wir ab heute in den Diskussionsprozess im Deutschen 🇩🇪 #Bundestag ein.
👉 Mehr dazu auf cducsu.de!

@cducsubt
11 Wo.",2022-02-17,1,"Infografik","worter","gebastelt","CORONA","Schutzkonzept der CDU",1,"meinung_teilen",NA,2022-02-16 22:00:15
"105","Epilepsie ist für viele Menschen ein Tabu-Thema. Vorgestern war der Tag der #Epilepsie! In Kleinwachau hilft seit 1889 das Epilepsie-Zentrum Betroffenen ein selbstbestimmtes Leben zu führen. Ein tolles Team, das eine beeindruckende Arbeit leistet!  #epilepsyday","2022-02-15T22:15:24","Publicación de Instagram",300,27,NA,NA,1,0,"2022-02-15","22:15:24","sie ist fü","https://www.instagram.com/p/CaBq2fVIo0O/","Epilepsie ist für viele Menschen ein Tabu-Thema. Vorgestern war der Tag der #Epilepsie! In Kleinwachau hilft seit 1889 das Epilepsie-Zentrum Betroffenen ein selbstbestimmtes Leben zu führen. Ein tolles Team, das eine beeindruckende Arbeit leistet! #epilepsyday
11 Wo.",2022-02-16,0,"spontanlars","bild","spontan","Gesundheit","Tag der Epilepsie",1,"danke",NA,2022-02-15 22:15:24
"106","Herzlichen Glückwunsch 💐 lieber @merzcdu! 👏

👍 Wir wünschen unserem neuen #Fraktionsvorsitzenden viel Erfolg, Kraft und Gottes Segen. Ich freue mich auf den gemeinsamen Erfolg! 🙌

@cducsubt","2022-02-15T07:59:29","Publicación de Instagram",163,13,NA,NA,0,0,"2022-02-15","07:59:29","chen Glück","https://www.instagram.com/p/CaAI5nrKqfq/","Herzlichen Glückwunsch 💐 lieber @merzcdu! 👏

👍 Wir wünschen unserem neuen #Fraktionsvorsitzenden viel Erfolg, Kraft und Gottes Segen. Ich freue mich auf den gemeinsamen Erfolg! 🙌

@cducsubt
Bearbeitet · 11 Wo.",2022-02-15,0,"politikerworter","inzwischen","gebastelt","CDU","Fraktionschef",1,"Glückwunsch",NA,2022-02-15 07:59:29
"107","Mehr als 3️⃣ Jahre hat @ralph_brinkhaus unsere Fraktion durch schwieriges Fahrwasser gesteuert. Heute endet seine Amtszeit als Fraktionschef der @cducsubt. 

🙏 Wir sagen #Danke im Namen aller Fraktionsmitglieder sowie aller Mitarbeiterinnen und Mitarbeiter! Du bist ein #Teamplayer, wie er im Buche steht. 👍","2022-02-15T07:29:43","Publicación de Instagram",187,15,NA,NA,0,0,"2022-02-15","07:29:43","ls 3️⃣ Jah","https://www.instagram.com/p/CaAFfjdK2Uc/","Mehr als 3️⃣ Jahre hat @ralph_brinkhaus unsere Fraktion durch schwieriges Fahrwasser gesteuert. Heute endet seine Amtszeit als Fraktionschef der @cducsubt.

🙏 Wir sagen #Danke im Namen aller Fraktionsmitglieder sowie aller Mitarbeiterinnen und Mitarbeiter! Du bist ein #Teamplayer, wie er im Buche steht. 👍
Bearbeitet · 11 Wo.",2022-02-15,0,"politikerworter","inzwischen","gebastelt","CDU","Fraktionschef",1,"danke",NA,2022-02-15 07:29:43
"108","Glück auf, #Sachsen!

Vor unseren Türen in Sachsen liegt dieser Tage leider wenig weiße Pracht. So manche #Familie kann zudem nicht in den #Schnee der #Berge fahren, da Kinder und/oder Eltern erkrankt zuhause bleiben müssen.

Bleiben Sie trotz allem optimistisch! Ich wünsche Ihnen und Ihren Familien in den nächsten zwei Wochen schöne Ferientage zum #Durchatmen, Kraft tanken, zum #Zeit miteinander verbringen und #gesund werden!

„Die wahre Lebenskunst besteht darin, im Alltäglichen das Wunderbare zu sehen.“

(Pearl S. Buck)

Ihr Lars Rohwer

#Winterferien #freieZeit #gemeinsameZeit","2022-02-13T22:01:02","Publicación de Instagram",178,10,NA,NA,0,0,"2022-02-13","22:01:02","auf, #Sach","https://www.instagram.com/p/CZ8fnkksYE_/","Glück auf, #Sachsen!

Vor unseren Türen in Sachsen liegt dieser Tage leider wenig weiße Pracht. So manche #Familie kann zudem nicht in den #Schnee der #Berge fahren, da Kinder und/oder Eltern erkrankt zuhause bleiben müssen.

Bleiben Sie trotz allem optimistisch! Ich wünsche Ihnen und Ihren Familien in den nächsten zwei Wochen schöne Ferientage zum #Durchatmen, Kraft tanken, zum #Zeit miteinander verbringen und #gesund werden!

„Die wahre Lebenskunst besteht darin, im Alltäglichen das Wunderbare zu sehen.“

(Pearl S. Buck)

Ihr Lars Rohwer

#Winterferien #freieZeit #gemeinsameZeit
11 Wo.",2022-02-14,0,"landschaft","bild","spontan","freizeit","Winterferien",1,"Gefühl",NA,2022-02-13 22:01:02
"109","Nach der #Bundesversammlung 🗳 ist vor dem #SuperBowl2022 🏈","2022-02-13T16:01:46","Publicación de Instagram",163,8,NA,NA,0,0,"2022-02-13","16:01:46","er #Bundes","https://www.instagram.com/p/CZ72gJ9IgHq/","Nach der #Bundesversammlung 🗳 ist vor dem #SuperBowl2022 🏈
Bearbeitet · 11 Wo.",2022-02-14,0,"symbole","worter","gebastelt","freizeit","Superbowl",1,"Gefühl",NA,2022-02-13 16:01:46
"110","Herzlichen Glückwunsch, Herr #Bundespräsident 💐

Wir wünschen für die zweite Amtszeit im höchsten Amt im Staate alles Gute 🍀 Gesundheit und Gottes Segen. #Bundesversammlung","2022-02-13T07:55:30","Publicación de Instagram",172,21,NA,NA,0,0,"2022-02-13","07:55:30","chen Glück","https://www.instagram.com/p/CUYIK7eItop/","Herzlichen Glückwunsch 💐 Herr Fraktionsvorsitzender. 🙋🏻‍♂️
@ralph_brinkhaus
31 Wo.",2021-09-28,0,"politikerworter","bild","profesional","auswahl",NA,1,"Glückwunsch",NA,2022-02-13 07:55:30
"111","Herzlichen Glückwunsch, Herr #Bundespräsident 💐

Wir wünschen für die zweite Amtszeit im höchsten Amt im Staate alles Gute 🍀 Gesundheit und Gottes Segen. #Bundesversammlung","2022-02-13T07:55:30","Publicación de Instagram",172,21,NA,NA,0,0,"2022-02-13","07:55:30","chen Glück","https://www.instagram.com/p/CZ6-2s5K_nh/","Herzlichen Glückwunsch, Herr #Bundespräsident 💐

Wir wünschen für die zweite Amtszeit im höchsten Amt im Staate alles Gute 🍀 Gesundheit und Gottes Segen. #Bundesversammlung
11 Wo.",2022-02-13,0,"politikerworter","inzwischen","gebastelt","Bundestag",NA,2,"Glückwunsch",NA,2022-02-13 07:55:30
"112","Der 13. Februar 1945 war ein schwarzer Tag in der Geschichte Dresdens. So viele Menschen sind gestorben und so viel #Heimat wurde zerstört. Heute gedenken wir ihnen in stiller Trauer! Gleichzeitig stand und steht dieser Tag nicht allein für sich, sondern gehört zur letzten Phase einer grausamen Zeit. Eine Zeit, in der Deutschland seine Nachbarn und ganz Europa mit Gewalt und Unterdrückung überzogen hat.

Der 13. Februar soll heute ein #Zeichen für #Frieden und #Versöhnung, gegen #Gewalt und #Kriegsherrschaft sein. Ich danke allen, die sich heute in irgendeiner Form beteiligen. Sei es auf den Friedhöfen der Stadt, mit einer Kerze vor der Frauenkirche oder in der #Menschenkette mit An- und Abstand.

Auch wenn ich aufgrund der heutigen #Bundesversammlung nicht in Dresden sein kann, möchte ich mich mit zwei Bildern symbolisch einreihen. Das erste Bild ist von Anfang August 1945 die erste Vesper mit dem Dresdner Kreuzchor in der ausgebrannten Kreuzkirche, in der die Mauersberger-Motette „Wie liegt die Stadt so wüst“ das erste mal erklang. Das zweite Bild ist von 2018 mit der weißen Rose, die anlässlich dieses Jahrestages viele Dresdner tragen.

Lassen wir Raum für die Trauer und stehen zusammen gegen Gewalt!

#13Februar #Dresden #Frieden #Versöhnung","2022-02-13T01:00:28","Publicación de Instagram",244,21,NA,NA,0,2,"2022-02-13","01:00:28",". Februar ","https://www.instagram.com/p/CZ6PWzbqDne/","Der 13. Februar 1945 war ein schwarzer Tag in der Geschichte Dresdens. So viele Menschen sind gestorben und so viel #Heimat wurde zerstört. Heute gedenken wir ihnen in stiller Trauer! Gleichzeitig stand und steht dieser Tag nicht allein für sich, sondern gehört zur letzten Phase einer grausamen Zeit. Eine Zeit, in der Deutschland seine Nachbarn und ganz Europa mit Gewalt und Unterdrückung überzogen hat.

Der 13. Februar soll heute ein #Zeichen für #Frieden und #Versöhnung, gegen #Gewalt und #Kriegsherrschaft sein. Ich danke allen, die sich heute in irgendeiner Form beteiligen. Sei es auf den Friedhöfen der Stadt, mit einer Kerze vor der Frauenkirche oder in der #Menschenkette mit An- und Abstand.

Auch wenn ich aufgrund der heutigen #Bundesversammlung nicht in Dresden sein kann, möchte ich mich mit zwei Bildern symbolisch einreihen. Das erste Bild ist von Anfang August 1945 die erste Vesper mit dem Dresdner Kreuzchor in der ausgebrannten Kreuzkirche, in der die Mauersberger-Motette „Wie liegt die Stadt so wüst“ das erste mal erklang. Das zweite Bild ist von 2018 mit der weißen Rose, die anlässlich dieses Jahrestages viele Dresdner tragen.

Lassen wir Raum für die Trauer und stehen zusammen gegen Gewalt!

#13Februar #Dresden #Frieden #Versöhnung
11 Wo.",2022-02-13,0,"menschen","bild","profesional","Erinnerungskultur",NA,2,"erinnen",NA,2022-02-13 01:00:28
"113","Was haben #Olympiasiegerin Kristina #Vogel, #Bundeskanzlerin Angela #Merkel und Fußballnationaltrainer Hansi #Flick gemeinsam? Sie gehören der #Bundesversammlung an und wählen am Sonntag unser Staatsoberhaupt - den Bundespräsidenten. Aber wer gehört eigentlich alles zur Bundesversammlung?

Wie groß die Bundesversammlung ist, hängt von der Größe des Deutschen Bundestages ab. Denn zur Bundesversammlung gehören alle 736 Abgeordneten des Bundestages plus nochmal genauso viele Delegierte der Bundesländer. Das macht in der Summe 1.472 Wahlmänner und -frauen, die am Sonntag stimmberechtigt sind. Die Delegierten aus den Bundesländern müssen übrigens nicht immer Politiker sein. Manchmal entsenden die Bundesländern auch Prominente oder Personen aus anderen Bereichen des öffentlichen Lebens.

Aus Sachsen werden u.a. dabei sein, Ministerpräsident Michael Kretschmer und seine beiden Vorgänger #Tillich und #Milbradt, Handwerkskammerpräsident Jörg Dittrich, Professor Michael Albrecht vom Uniklinikum Dresden, Sachsens Bauernpräsident Torsten Krawcyk und meine Kollegen aus dem Landtag, Christian Hartmann, Ines Springer MdL und Susan #Leithoff.","2022-02-12T00:00:54","Publicación de Instagram",262,8,NA,NA,0,0,"2022-02-12","00:00:54","ben #Olymp","https://www.instagram.com/p/CZ3jvwlqHbi/","Was haben #Olympiasiegerin Kristina #Vogel, #Bundeskanzlerin Angela #Merkel und Fußballnationaltrainer Hansi #Flick gemeinsam? Sie gehören der #Bundesversammlung an und wählen am Sonntag unser Staatsoberhaupt - den Bundespräsidenten. Aber wer gehört eigentlich alles zur Bundesversammlung?

Wie groß die Bundesversammlung ist, hängt von der Größe des Deutschen Bundestages ab. Denn zur Bundesversammlung gehören alle 736 Abgeordneten des Bundestages plus nochmal genauso viele Delegierte der Bundesländer. Das macht in der Summe 1.472 Wahlmänner und -frauen, die am Sonntag stimmberechtigt sind. Die Delegierten aus den Bundesländern müssen übrigens nicht immer Politiker sein. Manchmal entsenden die Bundesländern auch Prominente oder Personen aus anderen Bereichen des öffentlichen Lebens.

Aus Sachsen werden u.a. dabei sein, Ministerpräsident Michael Kretschmer und seine beiden Vorgänger #Tillich und #Milbradt, Handwerkskammerpräsident Jörg Dittrich, Professor Michael Albrecht vom Uniklinikum Dresden, Sachsens Bauernpräsident Torsten Krawcyk und meine Kollegen aus dem Landtag, Christian Hartmann, Ines Springer MdL und Susan #Leithoff.
11 Wo.",2022-02-12,0,"worter","worter","gebastelt","Bundestag","Wahl der Bundespräsidenten",1,"aktivitäten_teilen",NA,2022-02-12 00:00:54
