"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"213","👍 Endlich! 🙏 Haben wir das durchgesetzt. 👇

“#Sachsen: Neue Corona-Hilfen für Kleinunternehmer

Die sächsische Regierung hat neue Corona-Hilfen für #Kleinunternehmer, #Selbstständige und #Freiberufler auf den Weg gebracht. Wie Wirtschaftsminister Dulig mitteilte, werden pro Antragsteller pauschal 4.750 Euro ausgezahlt. Voraussetzung sei ein corona-bedingter Umsatzrückgang im Vergleich zu 2019 von mehr als 60 Prozent. Mit dem neuen Programm werde eine Förderlücke geschlossen. Bisher konnten Kleinunternehmer zwar Fixkosten wie Ladenmiete geltend machen, nicht aber ihre eigenen Verdienstausfälle. Die neuen Hilfen sollen ab Mitte Januar bei der Sächsischen Aufbaubank beantragt werden können.” (MDR AKTUELL)

CDU-Fraktion des Sächsischen Landtages","2021-12-22T09:33:51","Publicación de Facebook",0,14,NA,60,5,0,"2021-12-22","09:33:51",2021-12-22 09:33:51,"ich! 🙏 Hab",2021-12-22,NA,NA,NA,NA,NA,NA,NA
"214","Wer zu #Hass und #Gewalt gegen andere aufruft, steht außerhalb unserer grundgesetzlichen Grundordnung in Deutschland 🇩🇪","2021-12-21T09:26:04","Publicación de Facebook",374,5,NA,18,0,0,"2021-12-21","09:26:04",2021-12-21 09:26:04," #Hass und",2021-12-21,NA,NA,NA,NA,NA,NA,NA
"215","😢","2021-12-19T10:47:43","Publicación de Facebook",616,11,NA,3,0,0,"2021-12-19","10:47:43",2021-12-19 10:47:43,"",2021-12-19,NA,NA,NA,NA,NA,NA,NA
"216","Fast exakt ein Jahr her…
Trotzdem oder genau deshalb wünsche ich einen guten 4. Advent 🕯🕯🕯🕯","2021-12-18T05:48:39","Publicación de Facebook",340,0,NA,20,1,0,"2021-12-18","05:48:39",2021-12-18 05:48:39,"xakt ein J",2021-12-18,NA,NA,NA,NA,NA,NA,NA
"217","Gut gewählt, CDU-Mitglieder! 💪

#jetztCDUMitgliedwerden

CDU-Basis will Friedrich Merz als neuen Parteichef - via BR24 https://www.br.de/nachrichten/deutschland-welt/friedrich-merz-cdu-basis-will-ihn-als-parteichef,SrqwqqS","2021-12-17T12:30:58","Publicación de Facebook",984,12,NA,46,3,0,"2021-12-17","12:30:58",2021-12-17 12:30:58,"wählt, CDU",2021-12-17,NA,NA,NA,NA,NA,NA,NA
"218","Nun geht die Arbeit im #Bundestag endlich richtig los. 🤗

Ich werde in zwei Bundestagsausschüssen als ordentliches Mitglied mitarbeiten.
Es sind „Bildung und Forschung“ sowie „Wohnen, Stadtentwicklung, Bauwesen und Kommunen“. Es geht also viel um die #Zukunft und die #Lebenswirklichkeit in unserem Land. 🙂

Im Finanzausschuss werde ich als stellv. Mitglied mitarbeiten. Auf geht‘s! 💪","2021-12-14T11:32:18","Publicación de Facebook",1297,20,NA,207,2,0,"2021-12-14","11:32:18",2021-12-14 11:32:18,"ht die Arb",2021-12-14,NA,NA,NA,NA,NA,NA,NA
"219","Lars Rohwer wird politischer Pate für inhaftierten Deutsch-Kubanischen Doppelstaatler - #TagderMenschenrechte #10dezember 
 
Sächsischer Bundestagsabgeordneter setzt sich für Freilassung von Luis Frómeta Compte ein
 
Frankfurt am Main / #Dresden / Havanna,
10. Dezember 2021 –
Der Dresdener Bundestagsabgeordnete der CDU, Lars Rohwer übernimmt eine politische Patenschaft für den deutsch-kubanischen Doppelstaatler, der seit dem 11. Juli 2021 in #Kuba inhaftiert ist. Rohwer engagiert sich im Rahmen des Patenschaftsprogramms der IGFM - Internationale Gesellschaft für Menschenrechte für die Freilassung Frómeta Comptes.

Der in Dresden lebende #Luis Frómeta Compte war im Juli auf Kuba zu Besuch und filmte in #Havanna einen der landesweiten Proteste am 11. Juli 2021 mit seinem Handy. In Folge dessen wurde er verhaftet und ins Gefängnis „100 y aldabó“ gebracht. Inzwischen wurde Frómeta Compte ins berüchtigte Gefängnis „Combinado del Este“ verlegt. Unter dem Vorwurf der „Erregung öffentlichen Ärgernisses“ und „Anstiftung zum Aufruhr“ fordert die kubanische Staatsanwaltschaft 24 Jahre Haft. Konsularische Betreuung durch deutsche Diplomaten wurde Luis Frómeta Compte bisher verwehrt, auch Telefonate mit seiner Familie werden ihm nur unregelmäßig gestattet.

Martin #Lessenthin, Vorstandssprecher der IGFM, betont: „Wir freuen uns, dass Lars Rohwer für den unschuldig inhaftierten Dresdener Bürger eintritt. Diese politische Patenschaft ist sehr wichtig, denn Luis Frometa soll dafür bestraft werden, dass er mit seinem Handy ein kurzes Video über Gewalt gegen friedliche Demonstranten gedreht hat. Das wollte die kubanische Führung vor den Augen der Öffentlichkeit verbergen. Durch ihren Einsatz für politische Gefangene zeigen deutsche Abgeordnete, dass die politischen Gefangenen nicht vergessen sind und dass das willkürliche Vorgehen der kubanischen Regierung international wahrgenommen und nicht geduldet wird.”

Das kubanische Regime unterdrückt seit Jahrzehnten systematisch alle Bürgerinnen und Bürger, die für Meinungsfreiheit und Demokratie auf Kuba eintreten. Regimekritiker, Oppositionelle oder Künstler sind regelmäßig Einschüchterung, Schikane oder Verfolgung ausgesetzt. Nach den landesweiten Protesten am 11. Juli 2021 wurden weit über 1000 Demonstranten verhaftet, zahlreiche werden noch immer vermisst. Inzwischen wurden bereits über 700 Demonstranten zu Freiheitsstrafen verurteilt, damit ist die Zahl der politischen Gefangenen auf Kuba auf rund 900 Gefangene hochgeschnellt.

#FreeLuis #IGFM

#vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Rohwer #MdB","2021-12-09T21:45:47","Publicación de Facebook",550,11,NA,10,0,0,"2021-12-09","21:45:47",2021-12-09 21:45:47,"ohwer wird",2021-12-09,"worter","worter","gebastelt","Partenschaft","Menschenrechte",1,"Aktion"
"220","Morgen am 10. Dezember ist der Internationale #TagderMenschenrechte.

Aus dem #Wahlkreis160 Elbe, Röder & Dresdner Heide sitzt seit Juli diesen Jahres #Luis Frómeta in Kuba 🇨🇺 in politischer Haft.

Bitte unterstützt die Aktivitäten seiner Familie und der #IGFM zu seiner Freilassung.

Der Tag der Menschenrechte (englisch Human Rights Day) wird jedes Jahr am 10. Dezember begangen und ist der Gedenktag zur Allgemeinen Erklärung der Menschenrechte, die am 10. Dezember 1948 durch die Generalversammlung der Vereinten Nationen verabschiedet wurde.

#FreeLuis #Menschenrechte","2021-12-09T01:37:14","Publicación de Facebook",1657,17,NA,72,16,1,"2021-12-09","01:37:14",2021-12-09 01:37:14," am 10. De",2021-12-09,NA,NA,NA,NA,NA,NA,NA
"221","Klingt interessant. Einschalten! 🖥","2021-12-08T14:55:00","Publicación de Facebook",346,2,NA,5,0,0,"2021-12-08","14:55:00",2021-12-08 14:55:00," interessa",2021-12-08,NA,NA,NA,NA,NA,NA,NA
"222","Danke 🙏 Ralph für deine Worte. #DankeMerkel","2021-12-08T08:05:11","Publicación de Facebook",1322,36,NA,118,11,0,"2021-12-08","08:05:11",2021-12-08 08:05:11,"🙏 Ralph fü",2021-12-08,NA,NA,NA,NA,NA,NA,NA
"223","Im Gespräch mit eaf sachsen - Familien, Kinder und Jugendliche stärken

„Verbietet den Kindern nicht das Singen!“

Die eaf Sachsen möchte in der aktuellen Lage zur Information beitragen und fragt Menschen aus verschiedenen Professionen und Blickwinkeln nach ihrer Einschätzung. Im Gespräch mit Frau Brackelmann schätze ich die Möglichkeit des Brechens der 4. Welle 🦠ein und reflektiere was Wissenschaft beitragen kann, um Familien, Kinder und Jugendliche in der aktuellen Lage zu stärken.

Und ich äußere mich zu meiner Perspektive in Sachen #Impfpflicht.

https://www.lars-rohwer.de/aktuelles/2021/eaf-sachsen-im-gespraech","2021-12-06T10:00:43","Publicación de Facebook",756,5,NA,12,0,0,"2021-12-06","10:00:43",2021-12-06 10:00:43,"präch mit ",2021-12-06,NA,NA,NA,NA,NA,NA,NA
"224","Gut, dass dies geklappt hat. 👌 👨‍🌾👩‍🌾🧑🏻‍🌾🚜

https://www.lars-rohwer.de/aktuelles/2021/bund-unterstuetzt-kleinbauernmuseum","2021-12-05T23:00:56","Publicación de Facebook",698,9,NA,15,0,0,"2021-12-05","23:00:56",2021-12-05 23:00:56,"ass dies g",2021-12-05,NA,NA,NA,NA,NA,NA,NA
"225","🕎","2021-11-28T09:20:25","Publicación de Facebook",401,8,NA,2,0,0,"2021-11-28","09:20:25",2021-11-28 09:20:25,"",2021-11-28,"symboleworter","bild","profesional","Religiön","Advent",2,"Glückwunsch"
"226","🕯","2021-11-28T04:15:48","Publicación de Facebook",635,16,NA,0,1,0,"2021-11-28","04:15:48",2021-11-28 04:15:48,"",2021-11-28,"symboleworter","bild","profesional","Religiön","Advent",2,"Glückwunsch"
"227","Fraktionsklausur - die Zweite in dieser Legislaturperiode 2019-2024

👉 Neuverschuldungsverbot, Verfassungsänderung für mehr direkte Demokratie, Eckwertebeschluss zum nächsten Doppelhaushalt, Staatsstraßenbau, ÖPNV-Finanzierung, Änderung der Bauordnung und natürlich #Corona🦠 und #Impfen💉 
🤜 jede Menge #Themen vollgepackt in zwei Tage #Diskussion und #Entscheidung 🤛

👉 Diese CDU-Fraktion des Sächsischen Landtages handelt. 👌","2021-11-25T14:09:10","Publicación de Facebook",1522,41,NA,433,6,3,"2021-11-25","14:09:10",2021-11-25 14:09:10,"onsklausur",2021-11-25,NA,NA,NA,NA,NA,NA,NA
"228","Guten Tag, Miteinander!

Bevor heute Nachmittag der Koalitionsvertrag für Links-Gelb in Berlin vorgestellt wird (wird auch höchste Eisenbahn, denn sonst wird es nücht mit der Kanzlerwahl in der Woche von🎅🏼 w/ dem Mitgliederentscheid der Grünen, der danach noch folgt), möchte ich den Fokus auf unsere Mitgliederbefragung für den CDU-#Vorsitz lenken. 

Diese Woche stellen sich nämlich auch die drei Kandidaten vor. #Merz war gestern schon (nachzusehen bei CDU TV), #Röttgen heute und #Braun morgen.

Ich werde mich - ganz bewusst - nicht positionieren, welchen Kandidaten ich möchte oder unterstütze, denn wir haben uns diesmal in der #CDU bewusst für eine Mitgliederbefragung entschieden.

Deshalb geht es nicht darum, dass jetzt wieder Kreisverbände, Ortsverbände und Mandatsträger ihre Präferenzen kund tun, sondern die Mitglieder werden ein Votum abgeben, welches wir dann alle miteinander akzeptieren und beieinander bleiben.

Aber ich werbe, dass alle CDU-Mitglieder sich anmelden für die Mitgliederbefragung, der Rücklauf ist noch unter 50% nach meinem Kenntnisstand.
Nur wer Mitglied ist, stimmt auch mit ab. ✅

#JetztCDUMitgliedwerden","2021-11-24T04:24:24","Publicación de Facebook",937,4,NA,13,1,0,"2021-11-24","04:24:24",2021-11-24 04:24:24,"Tag, Mitei",2021-11-24,NA,NA,NA,NA,NA,NA,NA
"229","#Ewigkeitssonntag","2021-11-21T02:42:16","Publicación de Facebook",612,6,NA,2,0,0,"2021-11-21","02:42:16",2021-11-21 02:42:16,"eitssonnta",2021-11-21,NA,NA,NA,NA,NA,NA,NA
"230","Digitale Bürgersprechstunde zum Wellenbrecher in Sachsen","2021-11-19T13:08:33","Publicación de Facebook",1505,NA,NA,NA,NA,NA,"2021-11-19","13:08:33",2021-11-19 13:08:33,"le Bürgers",2021-11-19,NA,NA,NA,NA,NA,NA,NA
"231","Carsten Körber - MdB und Vorsitzender der CDU-Landesgruppe Sachsen im Deutschen Bundestag sowie Lars Rohwer MdB aus dem Wahlkreis Dresden II (Elbe, Röder & Dresdner Heide) äußern sich wie folgt zu der von der MPK beschlossenen Verlängerung der Wirtschaftshilfen bis zum 31. März 2022:

""Bund und Länder haben in der gestrigen Konferenz der Regierungschefinnen und Regierungschefs der Länder mit Bundeskanzlerin Angela Merkel beschlossen, die Ende Dezember 2021 auslaufenden Wirtschaftshilfen um drei Monate bis Ende März 2022 zu verlängern. Wir halten diesen Beschluss für gut und richtig, um Wirtschaftsunternehmen angesichts des stark zunehmenden Pandemiegeschehens zu unterstützen, deren Arbeitsplätze zu sichern und Vertrauen in wirtschaftlich schwierigen Zeiten zu schaffen. 

Nur so können sie gut durch die vierte und hoffentlich letzte Welle der Pandemie kommen.

Weil die mit den Hilfen verbundenen Kosten den Haushalt 2022 betreffen, müssen SPD, Grüne und FDP der Verlängerung zustimmen. Wir fordern die künftigen Links-Gelb-Koalitionäre daher auf, die beschlossenen Maßnahmen mitzutragen und bei den anstehenden Verhandlungen über die genauen Förderbedingungen für die Überbrückungshilfe III Plus (einschließlich der Neustarthilfe) konstruktiv mitzuarbeiten und nicht zu restriktive Nachweisvoraussetzungen zu schaffen. Unternehmen und Beschäftigte dürfen jetzt nicht im Stich gelassen werden und müssen faire Bedingungen für den Wirtschaftshilfen-Booster erhalten.""

https://www.lars-rohwer.de/aktuelles/2021/wirtschaftshilfen-bis-maerz-2022","2021-11-19T10:27:06","Publicación de Facebook",770,9,NA,25,1,1,"2021-11-19","10:27:06",2021-11-19 10:27:06,"n Körber -",2021-11-19,NA,NA,NA,NA,NA,NA,NA
"232","Guten Tag, Miteinander im #Wahlkreis160,

anbei der Link zum heutigen hochkarätig besetzten Expertengespräch 🦠Pandemie:

https://facebook.com/events/s/videokonferenz-zur-aktuellen-c/260311089289935/

Beste Grüße & einen schönen (sächsischen) Feiertag
Lars Rohwer","2021-11-17T04:22:10","Publicación de Facebook",377,3,NA,19,0,0,"2021-11-17","04:22:10",2021-11-17 04:22:10,"Tag, Mitei",2021-11-17,NA,NA,NA,NA,NA,NA,NA
"233","Heute ist in Sachsen Feiertag - Buß- und Bettag! 🙏
Die evangelischen Christen nehmen diesen Tag zum Anlass zum selbstkritischen Innehalten und Nachdenken...
über sich selbst, über die eigenen Werte und Ideale.
über das eigene Verhalten im Umgang mit anderen Lebewesen und 
über die eigene Beziehung zu Gott und zum Glauben. ✝️","2021-11-16T22:01:01","Publicación de Facebook",875,18,NA,16,0,1,"2021-11-16","22:01:01",2021-11-16 22:01:01,"ist in Sac",2021-11-16,NA,NA,NA,NA,NA,NA,NA
"234","Die Toten werden in Erinnerung bleiben.
#Volkstrauertag","2021-11-14T13:36:20","Publicación de Facebook",780,9,NA,12,1,0,"2021-11-14","13:36:20",2021-11-14 13:36:20,"ten werden",2021-11-14,NA,NA,NA,NA,NA,NA,NA
"235","Ganz herzlichen Dank 🙏 für den nächtlichen Einsatz 👍 

http://www.dresden.de/bombe","2021-11-13T00:35:23","Publicación de Facebook",1005,26,NA,93,0,0,"2021-11-13","00:35:23",2021-11-13 00:35:23,"erzlichen ",2021-11-13,NA,NA,NA,NA,NA,NA,NA
"236","Digitales Gespräch mit Knut Abraham MdB - Situation an der Grenze Polen/Belarus","2021-11-12T16:17:22","Publicación de Facebook",664,NA,NA,NA,NA,NA,"2021-11-12","16:17:22",2021-11-12 16:17:22,"les Gesprä",2021-11-12,NA,NA,NA,NA,NA,NA,NA
"237","❗️In dieser steil aufsteigenden 4. Welle der
🦠Pandemie die epidemische Lage von nationaler Tragweite auslaufen zu lassen ist fahrlässig. Das wäre der erste Fehler der neuen Ampel🚦Koalition in Berlin. ‼️

https://www.lars-rohwer.de/aktuelles/2021/aufforderung-der-cdu-csu-fraktion-an-die-ampelkoalition-zur-verlaengerung-der-feststellung-zur-epidemischen-lage

Interessante juristische Aufarbeitung worum es geht: https://verfassungsblog.de/besser-gesetze-nicht-andern-als-schlecht-andern/

Meldung vom 13.11.2021:
“Union will Verlängerung von epidemischer Notlage beantragen

Die Unionsfraktion will im Bundestag beantragen, die epidemische Lage von nationaler Tragweite zu verlängern. Das hat CSU-Landesgruppenchef Dobrindt bestätigt. Dobrindt sagte, die Krankenhausbelegungen stiegen stark, das Corona-Infektionsgeschehen explodiere, die dritte Impfung müsse erst noch an Fahrt gewinnen. Es sei ein falsches Signal, wenn die Ampelparteien in dieser Lage die epidemische Notlage beenden wollten. SPD, Grüne und FDP haben in ihren Koalitionsverhandlungen vereinbart, die Notlage am 25. November auslaufen zu lassen.Vor allem bei den Grünen regt sich dagegen aber Widerstand. So appellierten heute die grünen Gesundheitsminister aus Brandenburg, Baden-Württemberg und Hessen, die Notlage fortzuschreiben. Nur so könnten wichtige Pandemie-Maßnahmen schnell umgesetzt werden. (MDR AKTUELL)","2021-11-10T09:57:54","Publicación de Facebook",875,9,NA,81,18,0,"2021-11-10","09:57:54",2021-11-10 09:57:54,"ieser stei",2021-11-10,NA,NA,NA,NA,NA,NA,NA
"238","Jetzt.   Hier.  In Verantwortung.
⚪️🟢 Für unser Land. ⚫️🔴🟡","2021-11-06T04:09:11","Publicación de Facebook",955,23,NA,125,0,0,"2021-11-06","04:09:11",2021-11-06 04:09:11,"   Hier.  ",2021-11-06,NA,NA,NA,NA,NA,NA,NA
"239","Am Dienstag gehts los mit der ersten Bürgersprechstunde als MdB 🤗

Anmeldung per eMail unter Lars@ROHWER2021.de","2021-11-05T12:18:47","Publicación de Facebook",785,26,NA,4,0,0,"2021-11-05","12:18:47",2021-11-05 12:18:47,"nstag geht",2021-11-05,"text","worter","gebastelt","Bundestag","Bürgersprechstunde",1,"Einladung"
"240","Heute Vormittag live im Deutschlandfunk 📻
👉 Jetzt zum Nachhören, wer mag.👂

https://www.lars-rohwer.de/aktuelles/2021/deutschlandfunk-sendung-kontrovers-vom-01-11-2021","2021-11-01T14:16:34","Publicación de Facebook",368,1,NA,8,0,0,"2021-11-01","14:16:34",2021-11-01 14:16:34,"Vormittag ",2021-11-01,NA,NA,NA,NA,NA,NA,NA
"241","Heute ist ein #Feiertag 🤗
#Sachsen feiert die #Reformation. ✝️","2021-10-31T00:04:06","Publicación de Facebook",793,11,NA,21,0,0,"2021-10-31","00:04:06",2021-10-31 00:04:06,"ist ein #F",2021-10-31,"symbole","bild","spontan","Religiön","Feiertag",3,"Feiertag/Ephemeriden"
"242","Gestern Abend im Panometer Dresden:
Neuwahl des CDU-Kreisvorstandes. 🗳

💐
Herzlichen Glückwunsch dem ganzen Team um Markus Reichel, auf gute Zusammenarbeit! 👍","2021-10-30T00:45:24","Publicación de Facebook",903,27,NA,101,2,0,"2021-10-30","00:45:24",2021-10-30 00:45:24,"n Abend im",2021-10-30,NA,NA,NA,NA,NA,NA,NA
"243","Was ein Blackout bedeutet, haben wir im September in Dresden leider erlebt, es war da zwar eine Störung von außen in einem Umspannwerk, aber dies darf die 🚦nicht sehenden Auges riskieren.","2021-10-29T02:26:46","Publicación de Facebook",708,4,NA,35,4,0,"2021-10-29","02:26:46",2021-10-29 02:26:46,"n Blackout",2021-10-29,NA,NA,NA,NA,NA,NA,NA
"244","Heute zur konstituierenden Sitzung
des 20. Deutschen Bundestages
habe ich dem Hauptstadtkorrespondenten Fabian Busch für das Nachrichtenportal von gmx.de & web.de Einblick in meine Erlebnisse seit dem Tag der Bundestagswahl gegeben:

https://web.de/magazine/politik/erleben-abgeordnete-konstituierende-sitzung-bundestags-36289258","2021-10-26T08:16:01","Publicación de Facebook",1258,16,NA,79,3,0,"2021-10-26","08:16:01",2021-10-26 08:16:01,"zur konsti",2021-10-26,"landschaft","bild","spontan","Interview","M",1,"meinung_teilen"
"245","Mein erstes Interview als Bundestagsabgeordneter habe ich ZEIT ONLINE gegeben.
Doch lest selbst 👇

https://www.zeit.de/politik/deutschland/2021-10/lars-rohwer-cdu-dresden-ostdeutschland-afd

#btw21 #Bundestagswahl2021 #vollerEnergie #Wahlkreis160 #ROHWER #CDU #wegenmorgen #DasGUTEtun","2021-10-23T22:00:05","Publicación de Facebook",1698,74,NA,459,5,4,"2021-10-23","22:00:05",2021-10-23 22:00:05,"rstes Inte",2021-10-23,"spontanlars","bild","spontan","Interview","Medien",1,"meinung_teilen"
"246","Der Strukturwandel braucht Verlässlichkeit.","2021-10-22T06:16:12","Publicación de Facebook",500,11,NA,24,3,4,"2021-10-22","06:16:12",2021-10-22 06:16:12,"rukturwand",2021-10-22,NA,NA,NA,NA,NA,NA,NA
"247","👍 Danke 🙏 für euren Einsatz ☺️
#Sturmtief #Ignatz #Hendrik","2021-10-21T14:13:09","Publicación de Facebook",737,28,NA,12,0,0,"2021-10-21","14:13:09",2021-10-21 14:13:09,"e 🙏 für eu",2021-10-21,"menschenworter","bild","profesional","danke","Sturmtief",1,"danke"
"248","Frohe Herbst 🍂 Ferien 🙋🏻‍♂️

https://www.lars-rohwer.de/aktuelles/2021/bunte-blaetter-und-zeit-fuer-familie","2021-10-17T01:25:08","Publicación de Facebook",531,4,NA,17,0,0,"2021-10-17","01:25:08",2021-10-17 01:25:08,"Herbst 🍂 F",2021-10-17,NA,NA,NA,NA,NA,NA,NA
"249","😎Es waren drei wunderbare Tage im #Bootcamp der CDU/CSU-Bundestagsfraktion 👌 für die 49 neugewählten Mitglieder.
Ganz wichtige Vorbereitung 💪 auf die neue Herausforderung in Berlin ☺️ Danke 🙏","2021-10-13T14:51:54","Publicación de Facebook",1194,46,NA,381,2,0,"2021-10-13","14:51:54",2021-10-13 14:51:54,"ren drei w",2021-10-13,NA,NA,NA,NA,NA,NA,NA
"250","😎 cooler Tag im #Bootcamp der Bundestagsfraktion. Danke für die exzellente Vorbereitung für die neue Herausforderung.","2021-10-12T12:04:28","Publicación de Facebook",373,12,NA,13,0,0,"2021-10-12","12:04:28",2021-10-12 12:04:28,"er Tag im ",2021-10-12,NA,NA,NA,NA,NA,NA,NA
"251","Zum Tag der Deutschen Einheit 2021","2021-10-02T22:31:02","Publicación de Facebook",661,19,NA,44,3,1,"2021-10-02","22:31:02",2021-10-02 22:31:02,"g der Deut",2021-10-02,NA,NA,NA,NA,NA,NA,NA
